health_area,district_name,data_element_name,year_month,monthly_value,previous_month_value,mom_percent_change
Child Health,Kaylamouth District,Under-5 mortality reported,202502,28.0,29.0,-3.4482758620689653
Child Health,Kaylamouth District,Under-5 mortality reported,202503,15.0,28.0,-46.42857142857143
Child Health,Kaylamouth District,Under-5 mortality reported,202504,25.0,15.0,66.66666666666666
Child Health,Kaylamouth District,Under-5 mortality reported,202505,36.0,25.0,44.0
Child Health,Kaylamouth District,Under-5 outpatient visits,202406,28.0,,
Child Health,Kaylamouth District,Under-5 outpatient visits,202407,46.0,28.0,64.28571428571429
Child Health,Kaylamouth District,Under-5 outpatient visits,202408,57.0,46.0,23.91304347826087
Child Health,Kaylamouth District,Under-5 outpatient visits,202409,34.0,57.0,-40.35087719298245
Child Health,Kaylamouth District,Under-5 outpatient visits,202410,63.0,34.0,85.29411764705883
Child Health,Kaylamouth District,Under-5 outpatient visits,202411,41.0,63.0,-34.92063492063492
Child Health,Kaylamouth District,Under-5 outpatient visits,202412,45.0,41.0,9.75609756097561
Child Health,Kaylamouth District,Under-5 outpatient visits,202501,36.0,45.0,-20.0
Child Health,Kaylamouth District,Under-5 outpatient visits,202502,31.0,36.0,-13.88888888888889
Child Health,Kaylamouth District,Under-5 outpatient visits,202503,60.0,31.0,93.54838709677419
Child Health,Kaylamouth District,Under-5 outpatient visits,202504,47.0,60.0,-21.666666666666668
Child Health,Kaylamouth District,Under-5 outpatient visits,202505,51.0,47.0,8.51063829787234
Child Health,Kaylamouth District,Vitamin A supplements,202406,867.0,,
Child Health,Kaylamouth District,Vitamin A supplements,202407,563.0,867.0,-35.06343713956171
Child Health,Kaylamouth District,Vitamin A supplements,202408,780.0,563.0,38.54351687388988
Child Health,Kaylamouth District,Vitamin A supplements,202409,648.0,780.0,-16.923076923076923
Child Health,Kaylamouth District,Vitamin A supplements,202410,906.0,648.0,39.81481481481482
Child Health,Kaylamouth District,Vitamin A supplements,202411,1020.0,906.0,12.582781456953644
Child Health,Kaylamouth District,Vitamin A supplements,202412,276.0,1020.0,-72.94117647058823
Child Health,Kaylamouth District,Vitamin A supplements,202501,610.0,276.0,121.01449275362319
Child Health,Kaylamouth District,Vitamin A supplements,202502,673.0,610.0,10.327868852459018
Child Health,Kaylamouth District,Vitamin A supplements,202503,962.0,673.0,42.94205052005943
Child Health,Kaylamouth District,Vitamin A supplements,202504,849.0,962.0,-11.746361746361748
Child Health,Kaylamouth District,Vitamin A supplements,202505,654.0,849.0,-22.968197879858657
Child Health,Lake Lisaport District,DPT3 immunisations,202406,1433.0,,
Child Health,Lake Lisaport District,DPT3 immunisations,202407,1436.0,1433.0,0.20935101186322402
Child Health,Lake Lisaport District,DPT3 immunisations,202408,828.0,1436.0,-42.33983286908078
Child Health,Lake Lisaport District,DPT3 immunisations,202409,1514.0,828.0,82.85024154589372
Child Health,Lake Lisaport District,DPT3 immunisations,202410,1327.0,1514.0,-12.351387054161163
Child Health,Lake Lisaport District,DPT3 immunisations,202411,902.0,1327.0,-32.02712886209495
Child Health,Lake Lisaport District,DPT3 immunisations,202412,1119.0,902.0,24.057649667405766
Child Health,Lake Lisaport District,DPT3 immunisations,202501,888.0,1119.0,-20.64343163538874
Child Health,Lake Lisaport District,DPT3 immunisations,202502,591.0,888.0,-33.44594594594595
Child Health,Lake Lisaport District,DPT3 immunisations,202503,1540.0,591.0,160.575296108291
Child Health,Lake Lisaport District,DPT3 immunisations,202504,1085.0,1540.0,-29.545454545454547
Child Health,Lake Lisaport District,DPT3 immunisations,202505,1194.0,1085.0,10.046082949308756
Child Health,Lake Lisaport District,Measles immunisations,202406,1346.0,,
Child Health,Lake Lisaport District,Measles immunisations,202407,1418.0,1346.0,5.349182763744428
Child Health,Lake Lisaport District,Measles immunisations,202408,1276.0,1418.0,-10.01410437235543
Child Health,Lake Lisaport District,Measles immunisations,202409,1677.0,1276.0,31.426332288401255
Child Health,Lake Lisaport District,Measles immunisations,202410,1229.0,1677.0,-26.71437090041741
Child Health,Lake Lisaport District,Measles immunisations,202411,908.0,1229.0,-26.118795768917817
Child Health,Lake Lisaport District,Measles immunisations,202412,1482.0,908.0,63.21585903083701
Child Health,Lake Lisaport District,Measles immunisations,202501,1536.0,1482.0,3.643724696356275
Child Health,Lake Lisaport District,Measles immunisations,202502,1173.0,1536.0,-23.6328125
Child Health,Lake Lisaport District,Measles immunisations,202503,1058.0,1173.0,-9.803921568627452
Child Health,Lake Lisaport District,Measles immunisations,202504,1785.0,1058.0,68.71455576559546
Child Health,Lake Lisaport District,Measles immunisations,202505,1886.0,1785.0,5.658263305322129
Child Health,Lake Lisaport District,ORS distributed,202406,1453.0,,
Child Health,Lake Lisaport District,ORS distributed,202407,1538.0,1453.0,5.8499655884377155
Child Health,Lake Lisaport District,ORS distributed,202408,1930.0,1538.0,25.487646293888165
Child Health,Lake Lisaport District,ORS distributed,202409,840.0,1930.0,-56.476683937823836
Child Health,Lake Lisaport District,ORS distributed,202410,760.0,840.0,-9.523809523809524
Child Health,Lake Lisaport District,ORS distributed,202411,1336.0,760.0,75.78947368421053
Child Health,Lake Lisaport District,ORS distributed,202412,1301.0,1336.0,-2.619760479041916
Child Health,Lake Lisaport District,ORS distributed,202501,1522.0,1301.0,16.986933128362796
Child Health,Lake Lisaport District,ORS distributed,202502,1463.0,1522.0,-3.8764783180026283
Child Health,Lake Lisaport District,ORS distributed,202503,1157.0,1463.0,-20.915926179084074
Child Health,Lake Lisaport District,ORS distributed,202504,2027.0,1157.0,75.19446845289542
Child Health,Lake Lisaport District,ORS distributed,202505,1498.0,2027.0,-26.097681302417364
Child Health,Lake Lisaport District,Severe acute malnutrition cases,202406,112.0,,
Child Health,Lake Lisaport District,Severe acute malnutrition cases,202407,134.0,112.0,19.642857142857142
Child Health,Lake Lisaport District,Severe acute malnutrition cases,202408,74.0,134.0,-44.776119402985074
Child Health,Lake Lisaport District,Severe acute malnutrition cases,202409,108.0,74.0,45.94594594594595
Child Health,Lake Lisaport District,Severe acute malnutrition cases,202410,69.0,108.0,-36.11111111111111
Child Health,Lake Lisaport District,Severe acute malnutrition cases,202411,77.0,69.0,11.594202898550725
Child Health,Lake Lisaport District,Severe acute malnutrition cases,202412,76.0,77.0,-1.2987012987012987
Child Health,Lake Lisaport District,Severe acute malnutrition cases,202501,117.0,76.0,53.94736842105263
Child Health,Lake Lisaport District,Severe acute malnutrition cases,202502,66.0,117.0,-43.58974358974359
Child Health,Lake Lisaport District,Severe acute malnutrition cases,202503,116.0,66.0,75.75757575757575
Child Health,Lake Lisaport District,Severe acute malnutrition cases,202504,142.0,116.0,22.413793103448278
Child Health,Lake Lisaport District,Severe acute malnutrition cases,202505,72.0,142.0,-49.29577464788733
Child Health,Lake Lisaport District,Under-5 mortality reported,202406,235.0,,
Child Health,Lake Lisaport District,Under-5 mortality reported,202407,90.0,235.0,-61.702127659574465
Child Health,Lake Lisaport District,Under-5 mortality reported,202408,55.0,90.0,-38.88888888888889
Child Health,Lake Lisaport District,Under-5 mortality reported,202409,83.0,55.0,50.90909090909091
Child Health,Lake Lisaport District,Under-5 mortality reported,202410,57.0,83.0,-31.32530120481928
Child Health,Lake Lisaport District,Under-5 mortality reported,202411,275.0,57.0,382.4561403508772
Child Health,Lake Lisaport District,Under-5 mortality reported,202412,54.0,275.0,-80.36363636363636
Child Health,Lake Lisaport District,Under-5 mortality reported,202501,61.0,54.0,12.962962962962962
Child Health,Lake Lisaport District,Under-5 mortality reported,202502,87.0,61.0,42.62295081967213
Child Health,Lake Lisaport District,Under-5 mortality reported,202503,83.0,87.0,-4.597701149425287
Child Health,Lake Lisaport District,Under-5 mortality reported,202504,62.0,83.0,-25.301204819277107
Child Health,Lake Lisaport District,Under-5 mortality reported,202505,37.0,62.0,-40.32258064516129
Child Health,Lake Lisaport District,Under-5 outpatient visits,202406,104.0,,
Child Health,Lake Lisaport District,Under-5 outpatient visits,202407,93.0,104.0,-10.576923076923077
Child Health,Lake Lisaport District,Under-5 outpatient visits,202408,104.0,93.0,11.827956989247312
Child Health,Lake Lisaport District,Under-5 outpatient visits,202409,75.0,104.0,-27.884615384615387
Child Health,Lake Lisaport District,Under-5 outpatient visits,202410,67.0,75.0,-10.666666666666668
Child Health,Lake Lisaport District,Under-5 outpatient visits,202411,49.0,67.0,-26.865671641791046
Child Health,Lake Lisaport District,Under-5 outpatient visits,202412,87.0,49.0,77.55102040816327
Child Health,Lake Lisaport District,Under-5 outpatient visits,202501,75.0,87.0,-13.793103448275861
Child Health,Lake Lisaport District,Under-5 outpatient visits,202502,88.0,75.0,17.333333333333336
Child Health,Lake Lisaport District,Under-5 outpatient visits,202503,112.0,88.0,27.27272727272727
Child Health,Lake Lisaport District,Under-5 outpatient visits,202504,148.0,112.0,32.142857142857146
Child Health,Lake Lisaport District,Under-5 outpatient visits,202505,103.0,148.0,-30.405405405405407
Child Health,Lake Lisaport District,Vitamin A supplements,202406,941.0,,
Child Health,Lake Lisaport District,Vitamin A supplements,202407,1524.0,941.0,61.95536663124336
Child Health,Lake Lisaport District,Vitamin A supplements,202408,1207.0,1524.0,-20.8005249343832
Child Health,Lake Lisaport District,Vitamin A supplements,202409,1417.0,1207.0,17.39850869925435
Child Health,Lake Lisaport District,Vitamin A supplements,202410,1395.0,1417.0,-1.55257586450247
Child Health,Lake Lisaport District,Vitamin A supplements,202411,576.0,1395.0,-58.70967741935483
Child Health,Lake Lisaport District,Vitamin A supplements,202412,1487.0,576.0,158.15972222222223
Child Health,Lake Lisaport District,Vitamin A supplements,202501,1338.0,1487.0,-10.020174848688635
Child Health,Lake Lisaport District,Vitamin A supplements,202502,1138.0,1338.0,-14.947683109118087
Child Health,Lake Lisaport District,Vitamin A supplements,202503,1133.0,1138.0,-0.4393673110720563
Child Health,Lake Lisaport District,Vitamin A supplements,202504,1369.0,1133.0,20.82965578111209
Child Health,Lake Lisaport District,Vitamin A supplements,202505,1372.0,1369.0,0.2191380569758948
Child Health,Lake Marilynfort District,DPT3 immunisations,202406,966.0,,
Child Health,Lake Marilynfort District,DPT3 immunisations,202407,796.0,966.0,-17.598343685300208
Child Health,Lake Marilynfort District,DPT3 immunisations,202408,640.0,796.0,-19.597989949748744
Child Health,Lake Marilynfort District,DPT3 immunisations,202409,1104.0,640.0,72.5
Child Health,Lake Marilynfort District,DPT3 immunisations,202410,507.0,1104.0,-54.07608695652174
Child Health,Lake Marilynfort District,DPT3 immunisations,202411,810.0,507.0,59.76331360946746
Child Health,Lake Marilynfort District,DPT3 immunisations,202412,629.0,810.0,-22.34567901234568
Child Health,Lake Marilynfort District,DPT3 immunisations,202501,417.0,629.0,-33.70429252782194
Child Health,Lake Marilynfort District,DPT3 immunisations,202502,1192.0,417.0,185.85131894484414
Child Health,Lake Marilynfort District,DPT3 immunisations,202503,964.0,1192.0,-19.12751677852349
Child Health,Lake Marilynfort District,DPT3 immunisations,202504,1191.0,964.0,23.54771784232365
Child Health,Lake Marilynfort District,DPT3 immunisations,202505,407.0,1191.0,-65.82703610411419
Child Health,Lake Marilynfort District,ORS distributed,202406,423.0,,
Child Health,Lake Marilynfort District,ORS distributed,202407,701.0,423.0,65.72104018912529
Child Health,Lake Marilynfort District,ORS distributed,202408,1014.0,701.0,44.650499286733236
Child Health,Lake Marilynfort District,ORS distributed,202409,643.0,1014.0,-36.58777120315582
Child Health,Lake Marilynfort District,ORS distributed,202410,799.0,643.0,24.261275272161743
Child Health,Lake Marilynfort District,ORS distributed,202411,751.0,799.0,-6.007509386733417
Child Health,Lake Marilynfort District,ORS distributed,202412,816.0,751.0,8.655126498002662
Child Health,Lake Marilynfort District,ORS distributed,202501,701.0,816.0,-14.093137254901961
Child Health,Lake Marilynfort District,ORS distributed,202502,1242.0,701.0,77.17546362339515
Child Health,Lake Marilynfort District,ORS distributed,202503,490.0,1242.0,-60.547504025764894
Child Health,Lake Marilynfort District,ORS distributed,202504,1017.0,490.0,107.55102040816327
Child Health,Lake Marilynfort District,ORS distributed,202505,975.0,1017.0,-4.129793510324483
Child Health,Lake Marilynfort District,Severe acute malnutrition cases,202406,63.0,,
Child Health,Lake Marilynfort District,Severe acute malnutrition cases,202407,67.0,63.0,6.349206349206349
Child Health,Lake Marilynfort District,Severe acute malnutrition cases,202408,70.0,67.0,4.477611940298507
Child Health,Lake Marilynfort District,Severe acute malnutrition cases,202409,29.0,70.0,-58.57142857142858
Child Health,Lake Marilynfort District,Severe acute malnutrition cases,202410,53.0,29.0,82.75862068965517
Child Health,Lake Marilynfort District,Severe acute malnutrition cases,202411,68.0,53.0,28.30188679245283
Child Health,Lake Marilynfort District,Severe acute malnutrition cases,202412,82.0,68.0,20.588235294117645
Child Health,Lake Marilynfort District,Severe acute malnutrition cases,202501,56.0,82.0,-31.70731707317073
Child Health,Lake Marilynfort District,Severe acute malnutrition cases,202502,63.0,56.0,12.5
Child Health,Lake Marilynfort District,Severe acute malnutrition cases,202503,58.0,63.0,-7.936507936507936
Child Health,Lake Marilynfort District,Severe acute malnutrition cases,202504,62.0,58.0,6.896551724137931
Child Health,Lake Marilynfort District,Severe acute malnutrition cases,202505,81.0,62.0,30.64516129032258
Child Health,Lake Marilynfort District,Under-5 mortality reported,202406,31.0,,
Child Health,Lake Marilynfort District,Under-5 mortality reported,202407,37.0,31.0,19.35483870967742
Child Health,Lake Marilynfort District,Under-5 mortality reported,202408,39.0,37.0,5.405405405405405
Child Health,Lake Marilynfort District,Under-5 mortality reported,202409,90.0,39.0,130.76923076923077
Child Health,Lake Marilynfort District,Under-5 mortality reported,202410,49.0,90.0,-45.55555555555556
Child Health,Lake Marilynfort District,Under-5 mortality reported,202411,2.0,49.0,-95.91836734693877
Child Health,Lake Marilynfort District,Under-5 mortality reported,202412,43.0,2.0,2050.0
Child Health,Lake Marilynfort District,Under-5 mortality reported,202501,47.0,43.0,9.30232558139535
Child Health,Lake Marilynfort District,Under-5 mortality reported,202502,38.0,47.0,-19.148936170212767
Child Health,Lake Marilynfort District,Under-5 mortality reported,202503,38.0,38.0,0.0
Child Health,Lake Marilynfort District,Under-5 mortality reported,202504,33.0,38.0,-13.157894736842104
Child Health,Lake Marilynfort District,Under-5 mortality reported,202505,34.0,33.0,3.0303030303030303
Child Health,Lake Marilynfort District,Under-5 outpatient visits,202406,59.0,,
Child Health,Lake Marilynfort District,Under-5 outpatient visits,202407,37.0,59.0,-37.28813559322034
Child Health,Lake Marilynfort District,Under-5 outpatient visits,202408,79.0,37.0,113.51351351351352
Child Health,Lake Marilynfort District,Under-5 outpatient visits,202409,84.0,79.0,6.329113924050633
Child Health,Lake Marilynfort District,Under-5 outpatient visits,202410,95.0,84.0,13.095238095238097
Child Health,Lake Marilynfort District,Under-5 outpatient visits,202411,68.0,95.0,-28.421052631578945
Child Health,Lake Marilynfort District,Under-5 outpatient visits,202412,319.0,68.0,369.11764705882354
Child Health,Lake Marilynfort District,Under-5 outpatient visits,202501,57.0,319.0,-82.13166144200626
Child Health,Lake Marilynfort District,Under-5 outpatient visits,202502,54.0,57.0,-5.263157894736842
Child Health,Lake Marilynfort District,Under-5 outpatient visits,202503,99.0,54.0,83.33333333333334
Child Health,Lake Marilynfort District,Under-5 outpatient visits,202504,105.0,99.0,6.0606060606060606
Child Health,Lake Marilynfort District,Under-5 outpatient visits,202505,69.0,105.0,-34.285714285714285
Child Health,Lake Marilynfort District,Vitamin A supplements,202406,461.0,,
Child Health,Lake Marilynfort District,Vitamin A supplements,202407,557.0,461.0,20.824295010845987
Child Health,Lake Marilynfort District,Vitamin A supplements,202408,532.0,557.0,-4.488330341113106
Child Health,Lake Marilynfort District,Vitamin A supplements,202409,991.0,532.0,86.2781954887218
Child Health,Lake Marilynfort District,Vitamin A supplements,202410,1195.0,991.0,20.58526740665994
Child Health,Lake Marilynfort District,Vitamin A supplements,202411,875.0,1195.0,-26.778242677824267
Child Health,Lake Marilynfort District,Vitamin A supplements,202412,875.0,875.0,0.0
Child Health,Lake Marilynfort District,Vitamin A supplements,202501,443.0,875.0,-49.371428571428574
Child Health,Lake Marilynfort District,Vitamin A supplements,202502,721.0,443.0,62.75395033860045
Child Health,Lake Marilynfort District,Vitamin A supplements,202503,414.0,721.0,-42.57975034674064
Child Health,Lake Marilynfort District,Vitamin A supplements,202504,945.0,414.0,128.26086956521738
Child Health,Lake Marilynfort District,Vitamin A supplements,202505,632.0,945.0,-33.12169312169313
Child Health,Lake Yvettetown District,DPT3 immunisations,202406,1260.0,,
Child Health,Lake Yvettetown District,DPT3 immunisations,202407,823.0,1260.0,-34.682539682539684
Child Health,Lake Yvettetown District,DPT3 immunisations,202408,1525.0,823.0,85.29769137302551
Child Health,Lake Yvettetown District,DPT3 immunisations,202409,1245.0,1525.0,-18.360655737704917
Child Health,Lake Yvettetown District,DPT3 immunisations,202410,1265.0,1245.0,1.6064257028112447
Child Health,Lake Yvettetown District,DPT3 immunisations,202411,976.0,1265.0,-22.845849802371543
Child Health,Lake Yvettetown District,DPT3 immunisations,202412,1151.0,976.0,17.93032786885246
Child Health,Lake Yvettetown District,DPT3 immunisations,202501,1554.0,1151.0,35.01303214596003
Child Health,Lake Yvettetown District,DPT3 immunisations,202502,1312.0,1554.0,-15.572715572715573
Child Health,Lake Yvettetown District,DPT3 immunisations,202503,983.0,1312.0,-25.07621951219512
Child Health,Lake Yvettetown District,DPT3 immunisations,202504,1107.0,983.0,12.614445574771107
Child Health,Lake Yvettetown District,DPT3 immunisations,202505,1198.0,1107.0,8.220415537488709
Child Health,Lake Yvettetown District,Measles immunisations,202406,1467.0,,
Child Health,Lake Yvettetown District,Measles immunisations,202407,1181.0,1467.0,-19.49556918882072
Child Health,Lake Yvettetown District,Measles immunisations,202408,1556.0,1181.0,31.752751905165116
Child Health,Lake Yvettetown District,Measles immunisations,202409,1433.0,1556.0,-7.904884318766067
Child Health,Lake Yvettetown District,Measles immunisations,202410,1215.0,1433.0,-15.212840195394278
Child Health,Lake Yvettetown District,Measles immunisations,202411,1144.0,1215.0,-5.843621399176955
Child Health,Lake Yvettetown District,Measles immunisations,202412,1024.0,1144.0,-10.48951048951049
Child Health,Lake Yvettetown District,Measles immunisations,202501,1358.0,1024.0,32.6171875
Child Health,Lake Yvettetown District,Measles immunisations,202502,1398.0,1358.0,2.945508100147275
Child Health,Lake Yvettetown District,Measles immunisations,202503,1298.0,1398.0,-7.1530758226037205
Child Health,Lake Yvettetown District,Measles immunisations,202504,1441.0,1298.0,11.016949152542372
Child Health,Lake Yvettetown District,Measles immunisations,202505,1082.0,1441.0,-24.91325468424705
Child Health,Lake Yvettetown District,ORS distributed,202406,827.0,,
Child Health,Lake Yvettetown District,ORS distributed,202407,892.0,827.0,7.8597339782345825
Child Health,Lake Yvettetown District,ORS distributed,202408,1533.0,892.0,71.8609865470852
Child Health,Lake Yvettetown District,ORS distributed,202409,1612.0,1533.0,5.153294194390084
Child Health,Lake Yvettetown District,ORS distributed,202410,1477.0,1612.0,-8.37468982630273
Child Health,Lake Yvettetown District,ORS distributed,202411,708.0,1477.0,-52.06499661475965
Child Health,Lake Yvettetown District,ORS distributed,202412,1283.0,708.0,81.21468926553672
Child Health,Lake Yvettetown District,ORS distributed,202501,1039.0,1283.0,-19.01792673421668
Child Health,Lake Yvettetown District,ORS distributed,202502,962.0,1039.0,-7.41097208854668
Child Health,Lake Yvettetown District,ORS distributed,202503,1161.0,962.0,20.686070686070686
Child Health,Lake Yvettetown District,ORS distributed,202504,1129.0,1161.0,-2.756244616709733
Child Health,Lake Yvettetown District,ORS distributed,202505,1237.0,1129.0,9.565987599645705
Child Health,Lake Yvettetown District,Severe acute malnutrition cases,202406,102.0,,
Child Health,Lake Yvettetown District,Severe acute malnutrition cases,202407,81.0,102.0,-20.588235294117645
Child Health,Lake Yvettetown District,Severe acute malnutrition cases,202408,82.0,81.0,1.2345679012345678
Child Health,Lake Yvettetown District,Severe acute malnutrition cases,202409,86.0,82.0,4.878048780487805
Child Health,Lake Yvettetown District,Severe acute malnutrition cases,202410,71.0,86.0,-17.441860465116278
Child Health,Lake Yvettetown District,Severe acute malnutrition cases,202411,85.0,71.0,19.718309859154928
Child Health,Lake Yvettetown District,Severe acute malnutrition cases,202412,157.0,85.0,84.70588235294117
Child Health,Lake Yvettetown District,Severe acute malnutrition cases,202501,93.0,157.0,-40.76433121019109
Child Health,Lake Yvettetown District,Severe acute malnutrition cases,202502,89.0,93.0,-4.301075268817205
Child Health,Lake Yvettetown District,Severe acute malnutrition cases,202503,101.0,89.0,13.48314606741573
Child Health,Lake Yvettetown District,Severe acute malnutrition cases,202504,87.0,101.0,-13.861386138613863
Child Health,Lake Yvettetown District,Severe acute malnutrition cases,202505,140.0,87.0,60.91954022988506
Child Health,Lake Yvettetown District,Under-5 mortality reported,202406,46.0,,
Child Health,Lake Yvettetown District,Under-5 mortality reported,202407,83.0,46.0,80.43478260869566
Child Health,Lake Yvettetown District,Under-5 mortality reported,202408,61.0,83.0,-26.506024096385545
Child Health,Lake Yvettetown District,Under-5 mortality reported,202409,64.0,61.0,4.918032786885246
Child Health,Lake Yvettetown District,Under-5 mortality reported,202410,50.0,64.0,-21.875
Child Health,Lake Yvettetown District,Under-5 mortality reported,202411,36.0,50.0,-28.000000000000004
Child Health,Lake Yvettetown District,Under-5 mortality reported,202412,56.0,36.0,55.55555555555556
Child Health,Lake Yvettetown District,Under-5 mortality reported,202501,54.0,56.0,-3.571428571428571
Child Health,Lake Yvettetown District,Under-5 mortality reported,202502,65.0,54.0,20.37037037037037
Child Health,Lake Yvettetown District,Under-5 mortality reported,202503,61.0,65.0,-6.153846153846154
Child Health,Lake Yvettetown District,Under-5 mortality reported,202504,57.0,61.0,-6.557377049180328
Child Health,Lake Yvettetown District,Under-5 mortality reported,202505,55.0,57.0,-3.508771929824561
Child Health,Lake Yvettetown District,Under-5 outpatient visits,202406,106.0,,
Child Health,Lake Yvettetown District,Under-5 outpatient visits,202407,198.0,106.0,86.79245283018868
Child Health,Lake Yvettetown District,Under-5 outpatient visits,202408,89.0,198.0,-55.05050505050505
Child Health,Lake Yvettetown District,Under-5 outpatient visits,202409,82.0,89.0,-7.865168539325842
Child Health,Lake Yvettetown District,Under-5 outpatient visits,202410,109.0,82.0,32.926829268292686
Child Health,Lake Yvettetown District,Under-5 outpatient visits,202411,97.0,109.0,-11.009174311926607
Child Health,Lake Yvettetown District,Under-5 outpatient visits,202412,87.0,97.0,-10.309278350515463
Child Health,Lake Yvettetown District,Under-5 outpatient visits,202501,64.0,87.0,-26.436781609195403
Child Health,Lake Yvettetown District,Under-5 outpatient visits,202502,84.0,64.0,31.25
Child Health,Lake Yvettetown District,Under-5 outpatient visits,202503,108.0,84.0,28.57142857142857
Child Health,Lake Yvettetown District,Under-5 outpatient visits,202504,88.0,108.0,-18.51851851851852
Child Health,Lake Yvettetown District,Under-5 outpatient visits,202505,252.0,88.0,186.36363636363635
Child Health,Lake Yvettetown District,Vitamin A supplements,202406,1366.0,,
Child Health,Lake Yvettetown District,Vitamin A supplements,202407,1372.0,1366.0,0.43923865300146414
Child Health,Lake Yvettetown District,Vitamin A supplements,202408,1382.0,1372.0,0.7288629737609329
Child Health,Lake Yvettetown District,Vitamin A supplements,202409,1593.0,1382.0,15.267727930535454
Child Health,Lake Yvettetown District,Vitamin A supplements,202410,1383.0,1593.0,-13.182674199623351
Child Health,Lake Yvettetown District,Vitamin A supplements,202411,1422.0,1383.0,2.8199566160520604
Child Health,Lake Yvettetown District,Vitamin A supplements,202412,703.0,1422.0,-50.56258790436006
Child Health,Lake Yvettetown District,Vitamin A supplements,202501,1355.0,703.0,92.74537695590327
Child Health,Lake Yvettetown District,Vitamin A supplements,202502,1656.0,1355.0,22.214022140221402
Child Health,Lake Yvettetown District,Vitamin A supplements,202503,1083.0,1656.0,-34.60144927536232
Child Health,Lake Yvettetown District,Vitamin A supplements,202504,1865.0,1083.0,72.20683287165282
Child Health,Lake Yvettetown District,Vitamin A supplements,202505,1248.0,1865.0,-33.083109919571044
Child Health,Leeville District,DPT3 immunisations,202406,1445.0,,
Child Health,Leeville District,DPT3 immunisations,202407,1443.0,1445.0,-0.13840830449826988
Child Health,Leeville District,DPT3 immunisations,202408,1446.0,1443.0,0.2079002079002079
Child Health,Leeville District,DPT3 immunisations,202409,1496.0,1446.0,3.4578146611341634
Child Health,Leeville District,DPT3 immunisations,202410,1420.0,1496.0,-5.080213903743315
Child Health,Leeville District,DPT3 immunisations,202411,1399.0,1420.0,-1.4788732394366197
Child Health,Leeville District,DPT3 immunisations,202412,1354.0,1399.0,-3.216583273766976
Child Health,Leeville District,DPT3 immunisations,202501,1679.0,1354.0,24.002954209748893
Child Health,Leeville District,DPT3 immunisations,202502,1610.0,1679.0,-4.10958904109589
Child Health,Leeville District,DPT3 immunisations,202503,1360.0,1610.0,-15.527950310559005
Child Health,Leeville District,DPT3 immunisations,202504,2391.0,1360.0,75.80882352941177
Child Health,Leeville District,DPT3 immunisations,202505,1323.0,2391.0,-44.66750313676286
Child Health,Leeville District,Measles immunisations,202406,1512.0,,
Child Health,Leeville District,Measles immunisations,202407,1368.0,1512.0,-9.523809523809524
Child Health,Leeville District,Measles immunisations,202408,1637.0,1368.0,19.66374269005848
Child Health,Leeville District,Measles immunisations,202409,1659.0,1637.0,1.3439218081857056
Child Health,Leeville District,Measles immunisations,202410,1107.0,1659.0,-33.273056057866185
Child Health,Leeville District,Measles immunisations,202411,1454.0,1107.0,31.345980126467932
Child Health,Leeville District,Measles immunisations,202412,1683.0,1454.0,15.74965612104539
Child Health,Leeville District,Measles immunisations,202501,1756.0,1683.0,4.337492572786691
Child Health,Leeville District,Measles immunisations,202502,1582.0,1756.0,-9.90888382687927
Child Health,Leeville District,Measles immunisations,202503,1367.0,1582.0,-13.59039190897598
Child Health,Leeville District,Measles immunisations,202504,1534.0,1367.0,12.216532553035844
Child Health,Leeville District,Measles immunisations,202505,1172.0,1534.0,-23.598435462842243
Child Health,Leeville District,ORS distributed,202406,1472.0,,
Child Health,Leeville District,ORS distributed,202407,1641.0,1472.0,11.480978260869565
Child Health,Leeville District,ORS distributed,202408,814.0,1641.0,-50.39609993906154
Child Health,Leeville District,ORS distributed,202409,1409.0,814.0,73.09582309582309
Child Health,Leeville District,ORS distributed,202410,742.0,1409.0,-47.338537970191624
Child Health,Leeville District,ORS distributed,202411,1856.0,742.0,150.13477088948787
Child Health,Leeville District,ORS distributed,202412,2492.0,1856.0,34.26724137931034
Child Health,Leeville District,ORS distributed,202501,1446.0,2492.0,-41.974317817014445
Child Health,Leeville District,ORS distributed,202502,1493.0,1446.0,3.250345781466114
Child Health,Leeville District,ORS distributed,202503,1510.0,1493.0,1.1386470194239784
Child Health,Leeville District,ORS distributed,202504,1134.0,1510.0,-24.90066225165563
Child Health,Leeville District,ORS distributed,202505,2158.0,1134.0,90.29982363315696
Child Health,Leeville District,Severe acute malnutrition cases,202406,103.0,,
Child Health,Leeville District,Severe acute malnutrition cases,202407,138.0,103.0,33.980582524271846
Child Health,Leeville District,Severe acute malnutrition cases,202408,73.0,138.0,-47.10144927536232
Child Health,Leeville District,Severe acute malnutrition cases,202409,93.0,73.0,27.397260273972602
Child Health,Leeville District,Severe acute malnutrition cases,202410,118.0,93.0,26.881720430107524
Child Health,Leeville District,Severe acute malnutrition cases,202411,120.0,118.0,1.694915254237288
Child Health,Leeville District,Severe acute malnutrition cases,202412,64.0,120.0,-46.666666666666664
Child Health,Leeville District,Severe acute malnutrition cases,202501,68.0,64.0,6.25
Child Health,Leeville District,Severe acute malnutrition cases,202502,71.0,68.0,4.411764705882353
Child Health,Leeville District,Severe acute malnutrition cases,202503,120.0,71.0,69.01408450704226
Child Health,Leeville District,Severe acute malnutrition cases,202504,129.0,120.0,7.5
