health_area,country_name,facility_name,org_unit_uid,zero_data_periods,rank
Child Health,Nigeria,Woods Hospital,afgSmp12VtJ,0,1
Child Health,Nigeria,Wright Dispensary,qZe3WDK3Vrd,0,1
Child Health,Nigeria,Wright Health Centre,kbDLteh5X6G,0,1
Child Health,Nigeria,York Health Post,HMMDAMWzJDr,0,1
Child Health,Nigeria,Young Health Post,y9vJMunGPqV,0,1
Child Health,Tanzania,Adams Health Centre,uR0w8aD9qHB,0,1
Child Health,Tanzania,Allen Clinic,kO9QRlNRgt2,0,1
Child Health,Tanzania,Barton Clinic,pZ5jqeS2Lik,0,1
Child Health,Tanzania,Bates Clinic,tN65WKbFY0V,0,1
Child Health,Tanzania,Booth Hospital,N0ixVdSsboT,0,1
Child Health,Tanzania,Bradshaw Dispensary,BSQk6rYtd9K,0,1
Child Health,Tanzania,Branch Dispensary,qL4XdorpvLT,0,1
Child Health,Tanzania,Brown Health Post,VCZ23jjyF7t,0,1
Child Health,Tanzania,Brown Hospital,SOiSDwVsMlx,0,1
Child Health,Tanzania,Bryan Clinic,mSG3nqpNgQY,0,1
Child Health,Tanzania,Bryant Health Post,Y5L57Nz7zkg,0,1
Child Health,Tanzania,Cantu Health Post,LmPCUpdt9Id,0,1
Child Health,Tanzania,Carter Dispensary,KM3XoKWsJyt,0,1
Child Health,Tanzania,Carter Health Post,QjC6o0EGp4G,0,1
Child Health,Tanzania,Clark Health Centre,Mqnm1FQmdcB,0,1
Child Health,Tanzania,Clark Hospital,lLxynP3MoZh,0,1
Child Health,Tanzania,Coleman Health Post,QOfrVuk6E1r,0,1
Child Health,Tanzania,Costa Clinic,KoTdt1MLMk7,0,1
Child Health,Tanzania,Dalton Clinic,E5RWALJYFze,0,1
Child Health,Tanzania,Davis Health Centre,mgFQOivjvoT,0,1
Child Health,Tanzania,Dickerson Dispensary,MdzrEbzW1pA,0,1
Child Health,Tanzania,Dudley Health Post,O2PBiwRpPid,0,1
Child Health,Tanzania,Duran Hospital,UV9iUSCgg4s,0,1
Child Health,Tanzania,Durham Health Centre,zMo1Getyn6w,0,1
Child Health,Tanzania,Fernandez Hospital,FP5ctqSBVD8,0,1
Child Health,Tanzania,Francis Health Centre,Qeh3hsiLdru,0,1
Child Health,Tanzania,French Health Centre,Y1RXW0IMDMx,0,1
Child Health,Tanzania,French Health Post,s36MRGtH7am,0,1
Child Health,Tanzania,Garcia Dispensary,eWMgEDaLy2h,0,1
Child Health,Tanzania,Gay Health Post,RKZac2iTAWP,0,1
Child Health,Tanzania,George Clinic,mXbIgdpsT3W,0,1
Child Health,Tanzania,Gibbs Clinic,u63UUWjR6na,0,1
Child Health,Tanzania,Gibson Clinic,N7MZFYNvIuy,0,1
Child Health,Tanzania,Gonzales Health Centre,ZU43tzQktg3,0,1
Child Health,Tanzania,Graham Health Post,yM9AxXeC0os,0,1
Child Health,Tanzania,Greene Health Post,rmWg2Z8CM2i,0,1
Child Health,Tanzania,Guerrero Clinic,Q64RHRBlxCc,0,1
Child Health,Tanzania,Guerrero Health Centre,HGI4AtxXGkQ,0,1
Child Health,Tanzania,Harrison Clinic,E8INlt4EFYu,0,1
Child Health,Tanzania,Harrison Hospital,PKnSRo00Lsv,0,1
Child Health,Tanzania,Hayes Health Centre,KbH9WFtZ1wg,0,1
Child Health,Tanzania,Hayes Health Post,CHeyIgkKpRC,0,1
Child Health,Tanzania,Hines Dispensary,ifzE4CkRdvO,0,1
Child Health,Tanzania,Hodges Health Post,ETjeuW2gDyU,0,1
Child Health,Tanzania,Holland Clinic,Jw7c3axZQt2,0,1
Child Health,Tanzania,Holloway Hospital,aqdcRAXpSMP,0,1
Child Health,Tanzania,Hubbard Clinic,IibHRUpF1fx,0,1
Child Health,Tanzania,Johnson Health Centre,WrY7G58ijwI,0,1
Child Health,Tanzania,Johnston Clinic,TtvoRXOLVlw,0,1
Child Health,Tanzania,Jones Health Post,QwOppSmwwjZ,0,1
Child Health,Tanzania,Jones Hospital,dlcjmedYlIg,0,1
Child Health,Tanzania,Kennedy Health Post,DBk2g5nivaa,0,1
Child Health,Tanzania,Kim Health Post,MoDHQUEtOhP,0,1
Child Health,Tanzania,Kim Health Post,cZJvhVaHk4l,0,1
Child Health,Tanzania,King Clinic,omOMQtG5L5A,0,1
Child Health,Tanzania,Larson Clinic,H3VoAFENRgJ,0,1
Child Health,Tanzania,Lynch Dispensary,Crwndvu33Ar,0,1
Child Health,Tanzania,Martinez Hospital,g6oxAqN91Gi,0,1
Child Health,Tanzania,Matthews Clinic,OAA4LsaZMMr,0,1
Child Health,Tanzania,Mcdaniel Clinic,DmDcRsxjwyn,0,1
Child Health,Tanzania,Meza Hospital,e1xJUfSwHCW,0,1
Child Health,Tanzania,Miller Dispensary,pIoN6OyAKSs,0,1
Child Health,Tanzania,Mills Health Post,eACcR5HyNww,0,1
Child Health,Tanzania,Moore Health Centre,KPGj4AS1Hf3,0,1
Child Health,Tanzania,Moore Hospital,ye0F7CKYn4l,0,1
Child Health,Tanzania,Morales Hospital,RSEP5u3Ll7Q,0,1
Child Health,Tanzania,Morgan Health Centre,fEQA2OMrQ2d,0,1
Child Health,Tanzania,Morris Hospital,aULgEAPECZG,0,1
Child Health,Tanzania,Morse Health Post,OQpMYekFwRy,0,1
Child Health,Tanzania,Murray Health Centre,mg2Tnh0P2lw,0,1
Child Health,Tanzania,Murray Hospital,YpneTQLbXY6,0,1
Child Health,Tanzania,Nelson Health Centre,v3YVG2nYJvn,0,1
Child Health,Tanzania,Obrien Health Centre,D6BFjGK8mwO,0,1
Child Health,Tanzania,Olsen Health Post,YVKmYml2hiF,0,1
Child Health,Tanzania,Olson Hospital,S9TR28TsNoF,0,1
Child Health,Tanzania,Ortiz Hospital,FivRI9nWAn6,0,1
Child Health,Tanzania,Peck Clinic,UZSkkEOPWgk,0,1
Child Health,Tanzania,Pennington Dispensary,xG4Jeu2qvjS,0,1
Child Health,Tanzania,Perez Clinic,PsZSlj239g3,0,1
Child Health,Tanzania,Perry Dispensary,v1sUfpLDFQe,0,1
Child Health,Tanzania,Pierce Hospital,oOiEAk7wcB7,0,1
Child Health,Tanzania,Powell Hospital,F5Iw1BLiFAh,0,1
Child Health,Tanzania,Preston Health Post,FSi5lGQ15LJ,0,1
Child Health,Tanzania,Ramirez Health Centre,VXi0Bu6GoYS,0,1
Child Health,Tanzania,Ramos Health Centre,cBdlATPd4Iv,0,1
Child Health,Tanzania,Ramos Health Post,mDYj5VPpY0s,0,1
Child Health,Tanzania,Shea Health Post,CQzVyAdqTfn,0,1
Child Health,Tanzania,Simpson Clinic,b3kB9P9bSeL,0,1
Child Health,Tanzania,Smith Clinic,cb4jJUFaaP3,0,1
Child Health,Tanzania,Smith Health Post,CC3jNYFqM9o,0,1
Child Health,Tanzania,Smith Health Post,CRcR04foc4r,0,1
Child Health,Tanzania,Sparks Dispensary,cxcUfQJ9vvp,0,1
Child Health,Tanzania,Stephens Health Centre,Bnufdhxkoss,0,1
Child Health,Tanzania,Stone Clinic,Wxk4gOq58DH,0,1
Child Health,Tanzania,Taylor Hospital,NRYAY2GQ4Zr,0,1
Child Health,Tanzania,Thompson Hospital,fGf6OpLvGkF,0,1
Child Health,Tanzania,Thornton Clinic,TDHdrSdwi1I,0,1
Child Health,Tanzania,Torres Dispensary,ju3l3rEGhls,0,1
Child Health,Tanzania,Torres Hospital,xxhJ9NUXcXp,0,1
Child Health,Tanzania,Tran Dispensary,orIlo8vWo5R,0,1
Child Health,Tanzania,Underwood Clinic,k33l8qdyX0O,0,1
Child Health,Tanzania,Warner Clinic,PllH1SPf29K,0,1
Child Health,Tanzania,Weber Clinic,QzY0BkOa3yV,0,1
Child Health,Tanzania,Wheeler Hospital,EScgfj8TPRc,0,1
Child Health,Tanzania,Wilson Health Centre,bOyzqSUdfIL,0,1
Child Health,Tanzania,Wolfe Health Post,OPWrS8oJQG8,0,1
Child Health,,,GMWN436oLBD,0,1
Child Health,,,GMiZ2JhNzaY,0,1
Child Health,,,KGdzlXyqqwM,0,1
Child Health,,,OgB7oafA1SQ,0,1
Child Health,,,OyWQH0rEHEO,0,1
Child Health,,,TGG77mz1fe5,0,1
Child Health,,,UYu8hrtsdQD,0,1
Child Health,,,fyGeVeFUTHG,0,1
Child Health,,,gEW59tkMdjH,0,1
Child Health,,,h27GI4zOU8h,0,1
Child Health,,,kx32Iyibb7R,0,1
Child Health,,,mrCQI0jZiaP,0,1
Child Health,,,p0AxPlHvGVO,0,1
Child Health,,,p7acAtJejfH,0,1
Child Health,,,rHUiDvBVpoG,0,1
HIV,,,GMWN436oLBD,1,1
HIV,Ethiopia,Adkins Hospital,oueoWaZvYpZ,0,2
HIV,Ethiopia,Allen Hospital,VosMD8dhvC3,0,2
HIV,Ethiopia,Alvarado Clinic,wKnf2AwrOIy,0,2
HIV,Ethiopia,Alvarado Health Post,x0WdMMHV3It,0,2
HIV,Ethiopia,Anderson Health Centre,aOBpDlxoKP4,0,2
HIV,Ethiopia,Ashley Dispensary,hdxxhY2SG6v,0,2
HIV,Ethiopia,Baker Health Post,qsobIp0kNFL,0,2
HIV,Ethiopia,Ball Health Centre,E2PohCDvghG,0,2
HIV,Ethiopia,Barnes Health Post,NYp0yX2m6NT,0,2
HIV,Ethiopia,Bass Health Centre,MYstIDkFYTY,0,2
HIV,Ethiopia,Bell Health Post,EaySUpZ7FxG,0,2
HIV,Ethiopia,Brown Health Centre,vKmy7v9ZwJR,0,2
HIV,Ethiopia,Calhoun Health Centre,yR9i2am0W8L,0,2
HIV,Ethiopia,Camacho Hospital,sMxN6mdGhoW,0,2
HIV,Ethiopia,Castaneda Health Post,ixuuzFEs88u,0,2
HIV,Ethiopia,Clark Health Post,CfeAPtt1aej,0,2
HIV,Ethiopia,Clark Health Post,U5vcOfrRKLU,0,2
HIV,Ethiopia,Collins Dispensary,LsqruZpq7Ol,0,2
HIV,Ethiopia,Crane Health Centre,HxiHIUmH0qZ,0,2
HIV,Ethiopia,Crosby Clinic,JuKlRTsDubh,0,2
HIV,Ethiopia,Cruz Health Centre,xRSCwZlejXD,0,2
HIV,Ethiopia,Dalton Clinic,AETQ4VM4gVy,0,2
HIV,Ethiopia,Daniels Health Post,HDyfXT6T72A,0,2
HIV,Ethiopia,Davis Health Centre,bhJOf6fQXGE,0,2
HIV,Ethiopia,Dominguez Hospital,ayVGAE6GH5j,0,2
HIV,Ethiopia,Drake Health Post,MVXrSmw5r0A,0,2
HIV,Ethiopia,Estes Health Post,Nbfayv5wb2q,0,2
HIV,Ethiopia,Estrada Dispensary,scQRPIwS2fx,0,2
HIV,Ethiopia,Ferguson Hospital,FDTjSdfSjVi,0,2
HIV,Ethiopia,Fisher Health Post,DqRQNcRb42I,0,2
HIV,Ethiopia,Floyd Hospital,Zl8QnQUwvZj,0,2
HIV,Ethiopia,Gibson Health Centre,fzDWLj8C79d,0,2
HIV,Ethiopia,Gonzales Clinic,v0GMwB0ybxy,0,2
HIV,Ethiopia,Graham Clinic,NfdNsoASl8A,0,2
HIV,Ethiopia,Graham Health Post,V5simi72YTv,0,2
HIV,Ethiopia,Graham Hospital,uQxwoecy9qN,0,2
HIV,Ethiopia,Grant Health Post,lbjpQFDaQwV,0,2
HIV,Ethiopia,Gray Clinic,wkbS8rmtnnE,0,2
HIV,Ethiopia,Hanson Health Post,nHfgoHH1kUa,0,2
HIV,Ethiopia,Hernandez Clinic,FTC8vaRP8yA,0,2
HIV,Ethiopia,Hernandez Health Centre,b8wO86tECcV,0,2
HIV,Ethiopia,Hernandez Health Post,WNVrA7Ym6E0,0,2
HIV,Ethiopia,Herrera Hospital,GzttsuxQfcG,0,2
HIV,Ethiopia,Higgins Health Centre,n6N7vMoxkZl,0,2
HIV,Ethiopia,Hooper Hospital,Q5HmbUIjd8t,0,2
HIV,Ethiopia,Hunter Hospital,wobdQep4vUv,0,2
HIV,Ethiopia,James Health Centre,NWaRM8c7Jry,0,2
HIV,Ethiopia,Johnston Hospital,yAC47E7YYnB,0,2
HIV,Ethiopia,Joyce Health Centre,FALcIJrd8RM,0,2
HIV,Ethiopia,Kelley Health Centre,paESzpAFkgl,0,2
HIV,Ethiopia,Lam Health Centre,ZLPo0SUDRHx,0,2
HIV,Ethiopia,Lawson Clinic,fDQQ7C48Jfx,0,2
HIV,Ethiopia,Lee Dispensary,HJjCg3R62nR,0,2
HIV,Ethiopia,Lee Hospital,a4JpNQ4czlJ,0,2
HIV,Ethiopia,Lowe Clinic,aUWY9WGCyZy,0,2
HIV,Ethiopia,Lowery Health Centre,MuSRqcIz1wp,0,2
HIV,Ethiopia,Manning Dispensary,MvTMfgaesb6,0,2
HIV,Ethiopia,Marshall Clinic,jmUmjaDNT4O,0,2
HIV,Ethiopia,Marshall Dispensary,uiC5i5zKBtg,0,2
HIV,Ethiopia,Martinez Health Post,ZXW2VO9tz4t,0,2
HIV,Ethiopia,Martinez Hospital,mAvRUgC91XT,0,2
HIV,Ethiopia,Mccall Dispensary,GIoFM4Jk9Jr,0,2
HIV,Ethiopia,Mcclure Health Post,UwMAomxIhRC,0,2
HIV,Ethiopia,Mccullough Clinic,bN1Wt3wQFea,0,2
HIV,Ethiopia,Meadows Clinic,ZNQceM4yNnC,0,2
HIV,Ethiopia,Mercado Clinic,rxNL3prjPHv,0,2
HIV,Ethiopia,Merritt Health Post,ZNGKwmxRPPL,0,2
HIV,Ethiopia,Miller Clinic,pE0xb2rVVGf,0,2
HIV,Ethiopia,Miller Health Centre,rTDIqtifcMj,0,2
HIV,Ethiopia,Molina Clinic,Z3YaLoqnChG,0,2
HIV,Ethiopia,Morris Health Post,SxWf1xV8R5a,0,2
HIV,Ethiopia,Morrison Hospital,wP6i9AbtCPJ,0,2
HIV,Ethiopia,Nguyen Clinic,rikh3VgMOGL,0,2
HIV,Ethiopia,Orozco Clinic,eFfCNSSVo0v,0,2
HIV,Ethiopia,Ortega Dispensary,yLJbrORT9PJ,0,2
HIV,Ethiopia,Osborne Health Post,sOAULkl2Gri,0,2
HIV,Ethiopia,Patterson Dispensary,QAljf7kZWB4,0,2
HIV,Ethiopia,Payne Hospital,OYK3KxBQ2os,0,2
HIV,Ethiopia,Perry Health Post,FG6zwWGSR0t,0,2
HIV,Ethiopia,Pittman Dispensary,q0lW97sfnVm,0,2
HIV,Ethiopia,Ramos Health Centre,Rg2WjThJ5mk,0,2
HIV,Ethiopia,Ramsey Hospital,A8W6O8LHY1e,0,2
HIV,Ethiopia,Reeves Clinic,ygL8ia4LnXy,0,2
HIV,Ethiopia,Rivas Clinic,vAtX99VvWp3,0,2
HIV,Ethiopia,Robinson Health Post,dzvSOmEHCbl,0,2
HIV,Ethiopia,Rogers Hospital,zYqycvfK3C4,0,2
HIV,Ethiopia,Ross Clinic,be0iX3D2A7o,0,2
HIV,Ethiopia,Ross Health Centre,uVRqUyCf9Zm,0,2
HIV,Ethiopia,Rush Dispensary,K4XXjiWUTzG,0,2
HIV,Ethiopia,Russell Hospital,BsvrGRcDOPI,0,2
HIV,Ethiopia,Salazar Health Post,jpj5SGPqe07,0,2
HIV,Ethiopia,Smith Clinic,hZ1TGy31GUy,0,2
HIV,Ethiopia,Spencer Health Centre,yQTpvGGXyP2,0,2
HIV,Ethiopia,Stafford Hospital,e7qFCD0U1xq,0,2
HIV,Ethiopia,Stein Health Post,U8KS7xh2NAS,0,2
HIV,Ethiopia,Sullivan Dispensary,TINiMJsViS7,0,2
HIV,Ethiopia,Terry Health Centre,rUYFWeNQFSE,0,2
HIV,Ethiopia,Torres Health Post,RoQMKXjxY3c,0,2
HIV,Ethiopia,Vargas Health Centre,uSMttKkZ1b8,0,2
HIV,Ethiopia,Wagner Hospital,lMmB6Uz8a7v,0,2
HIV,Ethiopia,Walker Clinic,sTtLnIfTb90,0,2
HIV,Ethiopia,Waller Dispensary,mZyvTHPBdac,0,2
HIV,Ethiopia,Washington Hospital,cZHntvb6X2v,0,2
HIV,Ethiopia,Watts Health Centre,hQaFeGvR2EN,0,2
HIV,Ethiopia,White Health Centre,NTsdtYiXCi5,0,2
HIV,Ethiopia,Williams Clinic,cCSWr5OBM2o,0,2
HIV,Ethiopia,Wilson Dispensary,hq5qwMgqk55,0,2
HIV,Ethiopia,Wilson Health Post,hLbwaBYOtAw,0,2
HIV,Ethiopia,Young Health Centre,NDxPiH1Caod,0,2
HIV,Ethiopia,Young Health Centre,wqbWL4DB0fw,0,2
HIV,Ethiopia,Zavala Clinic,inKZmnYR3W7,0,2
HIV,Tanzania,Adams Health Centre,uR0w8aD9qHB,0,2
HIV,Tanzania,Allen Clinic,kO9QRlNRgt2,0,2
HIV,Tanzania,Barton Clinic,pZ5jqeS2Lik,0,2
HIV,Tanzania,Bates Clinic,tN65WKbFY0V,0,2
HIV,Tanzania,Booth Hospital,N0ixVdSsboT,0,2
HIV,Tanzania,Bradshaw Dispensary,BSQk6rYtd9K,0,2
HIV,Tanzania,Branch Dispensary,qL4XdorpvLT,0,2
HIV,Tanzania,Brown Health Post,VCZ23jjyF7t,0,2
HIV,Tanzania,Brown Hospital,SOiSDwVsMlx,0,2
HIV,Tanzania,Bryan Clinic,mSG3nqpNgQY,0,2
HIV,Tanzania,Bryant Health Post,Y5L57Nz7zkg,0,2
HIV,Tanzania,Cantu Health Post,LmPCUpdt9Id,0,2
HIV,Tanzania,Carter Dispensary,KM3XoKWsJyt,0,2
HIV,Tanzania,Carter Health Post,QjC6o0EGp4G,0,2
HIV,Tanzania,Clark Health Centre,Mqnm1FQmdcB,0,2
HIV,Tanzania,Clark Hospital,lLxynP3MoZh,0,2
HIV,Tanzania,Coleman Health Post,QOfrVuk6E1r,0,2
HIV,Tanzania,Costa Clinic,KoTdt1MLMk7,0,2
HIV,Tanzania,Dalton Clinic,E5RWALJYFze,0,2
HIV,Tanzania,Davis Health Centre,mgFQOivjvoT,0,2
HIV,Tanzania,Dickerson Dispensary,MdzrEbzW1pA,0,2
HIV,Tanzania,Dudley Health Post,O2PBiwRpPid,0,2
HIV,Tanzania,Duran Hospital,UV9iUSCgg4s,0,2
HIV,Tanzania,Durham Health Centre,zMo1Getyn6w,0,2
HIV,Tanzania,Fernandez Hospital,FP5ctqSBVD8,0,2
HIV,Tanzania,Francis Health Centre,Qeh3hsiLdru,0,2
HIV,Tanzania,French Health Centre,Y1RXW0IMDMx,0,2
HIV,Tanzania,French Health Post,s36MRGtH7am,0,2
HIV,Tanzania,Garcia Dispensary,eWMgEDaLy2h,0,2
HIV,Tanzania,Gay Health Post,RKZac2iTAWP,0,2
HIV,Tanzania,George Clinic,mXbIgdpsT3W,0,2
HIV,Tanzania,Gibbs Clinic,u63UUWjR6na,0,2
HIV,Tanzania,Gibson Clinic,N7MZFYNvIuy,0,2
HIV,Tanzania,Gonzales Health Centre,ZU43tzQktg3,0,2
HIV,Tanzania,Graham Health Post,yM9AxXeC0os,0,2
HIV,Tanzania,Greene Health Post,rmWg2Z8CM2i,0,2
HIV,Tanzania,Guerrero Clinic,Q64RHRBlxCc,0,2
HIV,Tanzania,Guerrero Health Centre,HGI4AtxXGkQ,0,2
HIV,Tanzania,Harrison Clinic,E8INlt4EFYu,0,2
HIV,Tanzania,Harrison Hospital,PKnSRo00Lsv,0,2
HIV,Tanzania,Hayes Health Centre,KbH9WFtZ1wg,0,2
HIV,Tanzania,Hayes Health Post,CHeyIgkKpRC,0,2
HIV,Tanzania,Hines Dispensary,ifzE4CkRdvO,0,2
HIV,Tanzania,Hodges Health Post,ETjeuW2gDyU,0,2
HIV,Tanzania,Holland Clinic,Jw7c3axZQt2,0,2
HIV,Tanzania,Holloway Hospital,aqdcRAXpSMP,0,2
HIV,Tanzania,Hubbard Clinic,IibHRUpF1fx,0,2
HIV,Tanzania,Johnson Health Centre,WrY7G58ijwI,0,2
HIV,Tanzania,Johnston Clinic,TtvoRXOLVlw,0,2
HIV,Tanzania,Jones Health Post,QwOppSmwwjZ,0,2
HIV,Tanzania,Jones Hospital,dlcjmedYlIg,0,2
HIV,Tanzania,Kennedy Health Post,DBk2g5nivaa,0,2
HIV,Tanzania,Kim Health Post,MoDHQUEtOhP,0,2
HIV,Tanzania,Kim Health Post,cZJvhVaHk4l,0,2
HIV,Tanzania,King Clinic,omOMQtG5L5A,0,2
HIV,Tanzania,Larson Clinic,H3VoAFENRgJ,0,2
HIV,Tanzania,Lynch Dispensary,Crwndvu33Ar,0,2
HIV,Tanzania,Martinez Hospital,g6oxAqN91Gi,0,2
HIV,Tanzania,Matthews Clinic,OAA4LsaZMMr,0,2
HIV,Tanzania,Mcdaniel Clinic,DmDcRsxjwyn,0,2
HIV,Tanzania,Meza Hospital,e1xJUfSwHCW,0,2
HIV,Tanzania,Miller Dispensary,pIoN6OyAKSs,0,2
HIV,Tanzania,Mills Health Post,eACcR5HyNww,0,2
HIV,Tanzania,Moore Health Centre,KPGj4AS1Hf3,0,2
HIV,Tanzania,Moore Hospital,ye0F7CKYn4l,0,2
HIV,Tanzania,Morales Hospital,RSEP5u3Ll7Q,0,2
HIV,Tanzania,Morgan Health Centre,fEQA2OMrQ2d,0,2
HIV,Tanzania,Morris Hospital,aULgEAPECZG,0,2
HIV,Tanzania,Morse Health Post,OQpMYekFwRy,0,2
HIV,Tanzania,Murray Health Centre,mg2Tnh0P2lw,0,2
HIV,Tanzania,Murray Hospital,YpneTQLbXY6,0,2
HIV,Tanzania,Nelson Health Centre,v3YVG2nYJvn,0,2
HIV,Tanzania,Obrien Health Centre,D6BFjGK8mwO,0,2
HIV,Tanzania,Olsen Health Post,YVKmYml2hiF,0,2
HIV,Tanzania,Olson Hospital,S9TR28TsNoF,0,2
HIV,Tanzania,Ortiz Hospital,FivRI9nWAn6,0,2
HIV,Tanzania,Peck Clinic,UZSkkEOPWgk,0,2
HIV,Tanzania,Pennington Dispensary,xG4Jeu2qvjS,0,2
HIV,Tanzania,Perez Clinic,PsZSlj239g3,0,2
HIV,Tanzania,Perry Dispensary,v1sUfpLDFQe,0,2
HIV,Tanzania,Pierce Hospital,oOiEAk7wcB7,0,2
HIV,Tanzania,Powell Hospital,F5Iw1BLiFAh,0,2
HIV,Tanzania,Preston Health Post,FSi5lGQ15LJ,0,2
HIV,Tanzania,Ramirez Health Centre,VXi0Bu6GoYS,0,2
HIV,Tanzania,Ramos Health Centre,cBdlATPd4Iv,0,2
HIV,Tanzania,Ramos Health Post,mDYj5VPpY0s,0,2
HIV,Tanzania,Shea Health Post,CQzVyAdqTfn,0,2
HIV,Tanzania,Simpson Clinic,b3kB9P9bSeL,0,2
HIV,Tanzania,Smith Clinic,cb4jJUFaaP3,0,2
HIV,Tanzania,Smith Health Post,CC3jNYFqM9o,0,2
HIV,Tanzania,Smith Health Post,CRcR04foc4r,0,2
HIV,Tanzania,Sparks Dispensary,cxcUfQJ9vvp,0,2
HIV,Tanzania,Stephens Health Centre,Bnufdhxkoss,0,2
HIV,Tanzania,Stone Clinic,Wxk4gOq58DH,0,2
HIV,Tanzania,Taylor Hospital,NRYAY2GQ4Zr,0,2
HIV,Tanzania,Thompson Hospital,fGf6OpLvGkF,0,2
HIV,Tanzania,Thornton Clinic,TDHdrSdwi1I,0,2
HIV,Tanzania,Torres Dispensary,ju3l3rEGhls,0,2
HIV,Tanzania,Torres Hospital,xxhJ9NUXcXp,0,2
HIV,Tanzania,Tran Dispensary,orIlo8vWo5R,0,2
HIV,Tanzania,Underwood Clinic,k33l8qdyX0O,0,2
HIV,Tanzania,Warner Clinic,PllH1SPf29K,0,2
HIV,Tanzania,Weber Clinic,QzY0BkOa3yV,0,2
HIV,Tanzania,Wheeler Hospital,EScgfj8TPRc,0,2
HIV,Tanzania,Wilson Health Centre,bOyzqSUdfIL,0,2
HIV,Tanzania,Wolfe Health Post,OPWrS8oJQG8,0,2
HIV,,,GMiZ2JhNzaY,0,2
HIV,,,KGdzlXyqqwM,0,2
HIV,,,OgB7oafA1SQ,0,2
HIV,,,OyWQH0rEHEO,0,2
HIV,,,TGG77mz1fe5,0,2
HIV,,,UYu8hrtsdQD,0,2
HIV,,,fyGeVeFUTHG,0,2
HIV,,,gEW59tkMdjH,0,2
HIV,,,h27GI4zOU8h,0,2
HIV,,,kx32Iyibb7R,0,2
HIV,,,mrCQI0jZiaP,0,2
HIV,,,p0AxPlHvGVO,0,2
HIV,,,p7acAtJejfH,0,2
HIV,,,rHUiDvBVpoG,0,2
Malaria,Kenya,Abbott Clinic,MZvkbje1qZI,0,1
Malaria,Kenya,Adams Health Centre,PYSOUW4ACNl,0,1
Malaria,Kenya,Allen Hospital,rOMSlNrWXM6,0,1
Malaria,Kenya,Anderson Dispensary,APLuyDcTgCO,0,1
Malaria,Kenya,Baker Health Post,OO1hYsT4Efw,0,1
Malaria,Kenya,Baker Health Post,YFBKlAnifKa,0,1
Malaria,Kenya,Bernard Dispensary,yKwzrnOYs1J,0,1
Malaria,Kenya,Blair Hospital,OYRUevOXK0q,0,1
Malaria,Kenya,Blair Hospital,ixUqiGktBIN,0,1
Malaria,Kenya,Bradley Clinic,pO5Z6bCn4St,0,1
Malaria,Kenya,Brennan Clinic,cvs25YGEtVf,0,1
Malaria,Kenya,Bright Health Post,IiSmL772EIs,0,1
Malaria,Kenya,Brown Health Centre,kBQzHGqrAbQ,0,1
Malaria,Kenya,Brown Hospital,GOLH9Tfy8zm,0,1
Malaria,Kenya,Brown Hospital,RReCTn9Y0fJ,0,1
Malaria,Kenya,Bush Clinic,X0yg55J8aMc,0,1
Malaria,Kenya,Calderon Health Centre,qvwpdGwvq5L,0,1
Malaria,Kenya,Cannon Health Centre,YBkMt6sIHpE,0,1
Malaria,Kenya,Carney Health Centre,iyG33aRsmIc,0,1
Malaria,Kenya,Chapman Dispensary,wHBVpVmwK2o,0,1
Malaria,Kenya,Chavez Dispensary,FlYaeFFsqeP,0,1
Malaria,Kenya,Clark Hospital,BGbF6Br9gEF,0,1
Malaria,Kenya,Collins Health Post,dpspZib17ou,0,1
Malaria,Kenya,Conner Clinic,fn61Oxm0WoK,0,1
Malaria,Kenya,Cox Health Centre,uILKnXQUD3y,0,1
Malaria,Kenya,Daniel Dispensary,kXe0V9P2h3j,0,1
Malaria,Kenya,Davis Clinic,POa9b9bGgfQ,0,1
Malaria,Kenya,Davis Hospital,XFa2VS8m4o8,0,1
Malaria,Kenya,Davis Hospital,utoUSXkEn3q,0,1
Malaria,Kenya,Ferrell Hospital,XHHjXuf9lbe,0,1
Malaria,Kenya,Galloway Health Centre,uo8Gie05Vhg,0,1
Malaria,Kenya,Garcia Health Centre,YM0w6Mh5XsH,0,1
Malaria,Kenya,Gardner Health Post,ZiYYTwD0jZ5,0,1
Malaria,Kenya,Garrett Health Post,iRKLntLsRce,0,1
Malaria,Kenya,Gentry Health Post,i9yvwNODe9n,0,1
Malaria,Kenya,Gonzalez Health Centre,AT6raSae91R,0,1
Malaria,Kenya,Gonzalez Health Post,Ki0J2UvHGSp,0,1
Malaria,Kenya,Graham Hospital,Q7pP8aWE7JZ,0,1
Malaria,Kenya,Gray Hospital,KpWWLVJxTZ0,0,1
Malaria,Kenya,Hall Health Centre,R6jSHe42JRy,0,1
Malaria,Kenya,Harris Health Post,z2lkXYHb6y6,0,1
Malaria,Kenya,Henderson Clinic,MHW6JBgW4R1,0,1
Malaria,Kenya,Henderson Clinic,hrFub0TGt0c,0,1
Malaria,Kenya,Henderson Hospital,LIvvdrPo9fK,0,1
Malaria,Kenya,Hensley Clinic,qnl8gX1bKJw,0,1
Malaria,Kenya,Hicks Hospital,QnScg1DMLRp,0,1
Malaria,Kenya,Hodges Dispensary,GHMMNFQGbc7,0,1
Malaria,Kenya,Hoffman Health Post,RCHcV7DHEfM,0,1
Malaria,Kenya,Hurst Clinic,Sy5tmxGPZns,0,1
